scenario,configuredFailureRate,concurrency,metric,baselineMean,resilientMean,deltaResilientMinusBaseline,pairedBy
f8-concurrent-duplicate-transaction-requests,1.0,1,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,totalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,averageTotalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,p50LatencyMs,9.780537699953129,9.848295799383777,0.06775809943064814,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,p95LatencyMs,11.188299800414825,14.992083200195339,3.8037833997805137,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,p99LatencyMs,15.865783200206351,17.777233200104092,1.9114499998977408,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,throughputTransactionsPerSecond,101.01391017506938,113.38956552862227,12.375655353552887,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,1,actualInjectedFailureRate,0.5,0.5,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,attemptSuccessRate,1.0,0.98695,-0.013050000000000006,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,logicalTransactionSuccessRate,1.0,1.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,terminalFailedLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,invariantViolationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,totalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,averageTotalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,p50LatencyMs,29.10012070024095,50.26667509991967,21.166554399678716,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,p95LatencyMs,40.14354180035298,63.36030840029707,23.216766599944094,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,p99LatencyMs,45.73522499958926,69.78705819965398,24.05183320006472,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,throughputTransactionsPerSecond,336.86470362556656,196.4580811854736,-140.40662244009297,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,10,actualInjectedFailureRate,0.5,0.5,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,attemptSuccessRate,0.99945,0.96143,-0.03801999999999994,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,logicalTransactionSuccessRate,1.0,1.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,terminalFailedLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,invariantViolationRate,0.00055,0.0,-0.00055,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,totalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,averageTotalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,p50LatencyMs,211.80144180034404,350.5375667997214,138.73612499937735,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,p95LatencyMs,410.9334665998176,622.1038086008775,211.1703420010599,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,p99LatencyMs,541.7485833997489,781.3502915996651,239.60170819991617,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,throughputTransactionsPerSecond,429.13289739199763,268.9597483991284,-160.17314899286924,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f8-concurrent-duplicate-transaction-requests,1.0,100,actualInjectedFailureRate,0.5,0.5,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
