mode,scenario,backend,configuredFailureRate,transactionCount,concurrency,repetitionNumber,randomSeed,runStartedAt,runEndedAt,actualInjectedFailureCount,actualInjectedFailureRate,attemptCount,requestAttemptCount,successRate,attemptSuccessRate,logicalTransactionSuccessRate,logicalTransactionCount,completedLogicalTransactions,terminalFailedLogicalTransactions,nonTerminalLogicalTransactions,failureRate,recoveryRate,recoveryAttempted,recoveryAttemptedRate,recoveryCompleted,recoveryCompletedRate,recoveryFailed,recoveryFailedRate,recoverySuccessRate,nonTerminalAfterRecoveryRate,compensatedTransactions,compensationRate,duplicateOrderCount,duplicateOrderRate,duplicatePaymentCount,duplicatePaymentRate,orphanedOrderCount,orphanedOrderRate,invariantViolationCount,invariantViolationRate,retryCount,averageRetryCount,operationRetryCount,averageOperationRetryCount,compensationRetryCount,averageCompensationRetryCount,totalRetryCount,averageTotalRetryCount,p50Latency,p50LatencyMs,p95Latency,p95LatencyMs,p99Latency,p99LatencyMs,throughput,throughputTransactionsPerSecond,recoveryTime,averageRecoveryTimeMs,p95RecoveryTimeMs,reconciliationWindowMs,summaryPath,phase
baseline,f0-no-failure,services,0.0,10000,10,1,2026091400,2026-08-15T00:20:50.458551+00:00,2026-08-15T00:21:04.680029+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13.946729499934918,13.946729499934918,18.220165999991877,18.220165999991877,22.349749999875712,22.349749999875712,703.8199803037702,703.8199803037702,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/baseline/f0-no-failure/e8c34714-2ade-484f-93e0-491c9de2fa96/rep-0001/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,10,2,2026091401,2026-08-15T00:21:05.133307+00:00,2026-08-15T00:21:19.901744+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.50914649990409,14.50914649990409,18.99666599979355,18.99666599979355,23.988457999848833,23.988457999848833,678.1795711980483,678.1795711980483,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/baseline/f0-no-failure/9c21b951-a3c2-4bdd-88f0-1c678dddfdec/rep-0002/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,10,3,2026091402,2026-08-15T00:21:20.321231+00:00,2026-08-15T00:21:35.298932+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.669416500055377,14.669416500055377,19.213083999829905,19.213083999829905,26.72445799998968,26.72445799998968,668.2162899564289,668.2162899564289,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/baseline/f0-no-failure/745fa0b1-6940-46c4-bb3d-09853b2039c6/rep-0003/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,10,4,2026091403,2026-08-15T00:21:35.716938+00:00,2026-08-15T00:21:50.905225+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14.886042000057387,14.886042000057387,19.40658400008033,19.40658400008033,27.06737499988776,27.06737499988776,659.0000794095116,659.0000794095116,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/baseline/f0-no-failure/a39ff664-385d-4bad-ab2e-a8ee4852389c/rep-0004/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,10,5,2026091404,2026-08-15T00:21:51.321799+00:00,2026-08-15T00:22:06.983368+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15.391853999972227,15.391853999972227,20.417833999999857,20.417833999999857,27.405624999801148,27.405624999801148,639.0598509346594,639.0598509346594,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/baseline/f0-no-failure/9fed7f25-61cc-4569-848b-d4163af1f6be/rep-0005/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,10,1,2026091400,2026-08-15T00:22:07.440880+00:00,2026-08-15T00:22:41.514023+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27.373520499963888,27.373520499963888,35.32133400017301,35.32133400017301,40.363291000176105,40.363291000176105,359.84356664564723,359.84356664564723,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/resilient/f0-no-failure/4f6df33e-913d-4834-a965-f0baaa7c8b36/rep-0001/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,10,2,2026091401,2026-08-15T00:22:41.899628+00:00,2026-08-15T00:23:16.659819+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29.331291999938003,29.331291999938003,37.0995830000993,37.0995830000993,42.05458400019779,42.05458400019779,348.4682690330347,348.4682690330347,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/resilient/f0-no-failure/1f057341-ed05-41f5-97b3-f5d851d6c565/rep-0002/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,10,3,2026091402,2026-08-15T00:23:17.043451+00:00,2026-08-15T00:23:53.116060+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30.38629149989447,30.38629149989447,37.59141700015789,37.59141700015789,42.911957999876904,42.911957999876904,333.72592294698785,333.72592294698785,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/resilient/f0-no-failure/334d8857-fedd-4a73-9716-dccff4d6bd40/rep-0003/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,10,4,2026091403,2026-08-15T00:23:53.513516+00:00,2026-08-15T00:24:30.846084+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32.13364650002859,32.13364650002859,39.53108299992891,39.53108299992891,44.506082999987484,44.506082999987484,319.5311936384681,319.5311936384681,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/resilient/f0-no-failure/aa60018b-9bd6-45b0-91d1-428bd23badcb/rep-0004/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,10,5,2026091404,2026-08-15T00:24:31.277623+00:00,2026-08-15T00:25:07.688128+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30.72406249998494,30.72406249998494,38.66212499997346,38.66212499997346,43.41137500000514,43.41137500000514,329.81199660794874,329.81199660794874,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-010/resilient/f0-no-failure/4ca92de6-50da-4ae0-b380-e9d83dcc3c49/rep-0005/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,100,1,2026101400,2026-08-15T00:25:08.070710+00:00,2026-08-15T00:25:23.663462+00:00,0,0.0,10000,10000,0.9999,0.9999,0.9999,10000,9999,1,0,0.0001,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0001,0,0.0,0,0.0,0,0.0,0,0.0,142.47120900006394,142.47120900006394,275.2617090000058,275.2617090000058,361.7362080001385,361.7362080001385,642.1397346126314,642.1397346126314,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/baseline/f0-no-failure/e48cbede-9f5a-41ee-bf8d-54094741e8ce/rep-0001/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,100,2,2026101401,2026-08-15T00:25:24.262123+00:00,2026-08-15T00:25:40.498703+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,147.0550834999358,147.0550834999358,279.990208000072,279.990208000072,364.6674999999959,364.6674999999959,616.6605968548276,616.6605968548276,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/baseline/f0-no-failure/1943fce3-f30c-4644-bad1-c0ca2f63e8ae/rep-0002/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,100,3,2026101402,2026-08-15T00:25:41.069046+00:00,2026-08-15T00:25:57.298180+00:00,0,0.0,10000,10000,0.9999,0.9999,0.9999,10000,9999,1,0,0.0001,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0001,0,0.0,0,0.0,0,0.0,0,0.0,146.34666699998888,146.34666699998888,275.08754199993746,275.08754199993746,364.8016249999273,364.8016249999273,617.0944670377371,617.0944670377371,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/baseline/f0-no-failure/6668668a-8fb2-4fc6-9a42-d7a2ab273f4b/rep-0003/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,100,4,2026101403,2026-08-15T00:25:57.960411+00:00,2026-08-15T00:26:14.174931+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,147.18435400016006,147.18435400016006,274.05608399999437,274.05608399999437,363.0108750001,363.0108750001,617.6623037029092,617.6623037029092,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/baseline/f0-no-failure/1224cae6-134d-43c0-80fd-784599bb8c62/rep-0004/summary.csv,B2
baseline,f0-no-failure,services,0.0,10000,100,5,2026101404,2026-08-15T00:26:14.732070+00:00,2026-08-15T00:26:30.637709+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,143.5763124999312,143.5763124999312,269.2962090000037,269.2962090000037,363.7083749999874,363.7083749999874,629.5011826597992,629.5011826597992,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/baseline/f0-no-failure/22d72b32-7d8f-4084-94b1-e25edc36bf18/rep-0005/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,100,1,2026101400,2026-08-15T00:26:31.156366+00:00,2026-08-15T00:27:03.688321+00:00,0,0.0,10000,10000,1.0,1.0,1.0,10000,10000,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,247.07845849991372,247.07845849991372,443.57495799999924,443.57495799999924,556.9723329999761,556.9723329999761,379.53283237245284,379.53283237245284,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/resilient/f0-no-failure/bf7324c7-f942-41a2-b97e-e94a3d70978d/rep-0001/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,100,2,2026101401,2026-08-15T00:27:04.074981+00:00,2026-08-15T00:43:58.625869+00:00,0,0.0,10000,10000,0.9944,0.9944,0.9944,10000,9944,55,1,0.0044,0.0,0,0.0,0,0.0,0,0.0,NA,NA,12,0.0012,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,296.0404994998953,296.0404994998953,674.6356659998582,674.6356659998582,886.6692080000576,886.6692080000576,298.7081897661761,298.7081897661761,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/resilient/f0-no-failure/56a1542a-fe49-4d5c-8505-70bb7ff11733/rep-0002/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,100,3,2026101402,2026-08-15T00:43:59.141789+00:00,2026-08-15T00:46:04.361804+00:00,0,0.0,10000,10000,0.9949,0.9949,0.9949,10000,9949,51,0,0.0039,0.0,0,0.0,0,0.0,0,0.0,NA,NA,12,0.0012,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,356.1224789999642,356.1224789999642,646.2430419999237,646.2430419999237,798.3696670000882,798.3696670000882,264.66303398921934,264.66303398921934,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/resilient/f0-no-failure/d15e7ba3-b1f4-42e7-993d-7c621537c0cc/rep-0003/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,100,4,2026101403,2026-08-15T00:46:04.919827+00:00,2026-08-15T01:03:19.631983+00:00,0,0.0,10000,10000,0.9942,0.9942,0.9942,10000,9942,58,0,0.0039,0.0,0,0.0,0,0.0,0,0.0,NA,NA,19,0.0019,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,346.2862710000536,346.2862710000536,630.2216250001038,630.2216250001038,816.7034999999032,816.7034999999032,270.44359598482237,270.44359598482237,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/resilient/f0-no-failure/026f1ba3-6299-451a-8611-486b325bba68/rep-0004/summary.csv,B2
resilient,f0-no-failure,services,0.0,10000,100,5,2026101404,2026-08-15T01:03:20.139907+00:00,2026-08-15T01:20:03.871481+00:00,0,0.0,10000,10000,0.9938,0.9938,0.9938,10000,9938,61,1,0.0041,0.0,0,0.0,0,0.0,0,0.0,NA,NA,21,0.0021,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,343.0396669999709,343.0396669999709,632.8912499998296,632.8912499998296,804.6694160000243,804.6694160000243,271.7413472608187,271.7413472608187,NA,NA,NA,2000,results/phase_b2_services/raw/f0-no-failure/rate-0p00/concurrency-100/resilient/f0-no-failure/634ba9b0-4412-4c6e-ae9a-325ac74271f3/rep-0005/summary.csv,B2
baseline,f5-payment-succeeds-response-lost,services,0.05,10000,1,1,2026111400,2026-08-15T01:20:04.428976+00:00,2026-08-15T01:44:05.473991+00:00,482,0.0482,10000,10000,0.9518,0.9518,0.9518,10000,9518,482,0,0.0482,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,482,0.0482,0,0.0,0,0.0,0,0.0,0,0.0,11.020770999948581,11.020770999948581,23.82549999992989,23.82549999992989,530.7357500000762,530.7357500000762,27.375532510697674,27.375532510697674,NA,NA,NA,2000,results/phase_b2_services/raw/f5-payment-succeeds-response-lost/rate-0p05/concurrency-001/baseline/f5-payment-succeeds-response-lost/6e649ff8-82df-401c-a297-2a291e032c66/rep-0001/summary.csv,B2
baseline,f5-payment-succeeds-response-lost,services,0.05,10000,1,2,2026111401,2026-08-15T01:44:05.948643+00:00,2026-08-15T01:50:19.154263+00:00,494,0.0494,10000,10000,0.9506,0.9506,0.9506,10000,9506,494,0,0.0494,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,494,0.0494,0,0.0,0,0.0,0,0.0,0,0.0,11.00868749995243,11.00868749995243,23.81120900008682,23.81120900008682,530.6454159999703,530.6454159999703,26.79553182463503,26.79553182463503,NA,NA,NA,2000,results/phase_b2_services/raw/f5-payment-succeeds-response-lost/rate-0p05/concurrency-001/baseline/f5-payment-succeeds-response-lost/961d7b82-1de7-4563-b191-25a4524ca4f3/rep-0002/summary.csv,B2
baseline,f5-payment-succeeds-response-lost,services,0.05,10000,1,3,2026111402,2026-08-15T01:50:19.589650+00:00,2026-08-15T01:56:48.337802+00:00,525,0.0525,10000,10000,0.9475,0.9475,0.9475,10000,9475,525,0,0.0525,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,525,0.0525,0,0.0,0,0.0,0,0.0,0,0.0,11.084124500030157,11.084124500030157,517.9855000001226,517.9855000001226,529.3559169999753,529.3559169999753,25.72414312044446,25.72414312044446,NA,NA,NA,2000,results/phase_b2_services/raw/f5-payment-succeeds-response-lost/rate-0p05/concurrency-001/baseline/f5-payment-succeeds-response-lost/5bf574d6-f1a0-4060-85e8-63279a9bc5ee/rep-0003/summary.csv,B2
baseline,f5-payment-succeeds-response-lost,services,0.05,10000,1,4,2026111403,2026-08-15T01:56:48.762496+00:00,2026-08-15T02:03:04.585996+00:00,507,0.0507,10000,10000,0.9493,0.9493,0.9493,10000,9493,507,0,0.0507,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,507,0.0507,0,0.0,0,0.0,0,0.0,0,0.0,10.81139599978087,10.81139599978087,513.7691670001914,513.7691670001914,527.6187919998847,527.6187919998847,26.60882796790241,26.60882796790241,NA,NA,NA,2000,results/phase_b2_services/raw/f5-payment-succeeds-response-lost/rate-0p05/concurrency-001/baseline/f5-payment-succeeds-response-lost/2d2c7266-4a11-4c33-95c6-9de9947918ba/rep-0004/summary.csv,B2
baseline,f5-payment-succeeds-response-lost,services,0.05,10000,1,5,2026111404,2026-08-15T02:03:04.996620+00:00,2026-08-15T02:09:38.995470+00:00,549,0.0549,10000,10000,0.9451,0.9451,0.9451,10000,9451,549,0,0.0549,0.0,0,0.0,0,0.0,0,0.0,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,549,0.0549,0,0.0,0,0.0,0,0.0,0,0.0,10.6693954999173,10.6693954999173,518.7159580000298,518.7159580000298,526.0288750000655,526.0288750000655,25.379951191140858,25.379951191140858,NA,NA,NA,2000,results/phase_b2_services/raw/f5-payment-succeeds-response-lost/rate-0p05/concurrency-001/baseline/f5-payment-succeeds-response-lost/d68c1cda-8285-4b93-bfc8-fcac7d503570/rep-0005/summary.csv,B2
