scenario,configuredFailureRate,concurrency,metric,baselineMean,resilientMean,deltaResilientMinusBaseline,pairedBy
f12-compensation-failure-retry,0.05,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,compensationRetryCount,0.0,484.4,484.4,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,averageCompensationRetryCount,0.0,0.04844,0.04844,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,totalRetryCount,0.0,484.4,484.4,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,averageTotalRetryCount,0.0,0.04844,0.04844,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,compensationRate,0.0,0.04876,0.04876,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,p50LatencyMs,80.20755840007041,140.63282090010034,60.42526250002993,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,p95LatencyMs,133.30006660016807,228.19579999995767,94.8957333997896,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,p99LatencyMs,166.91346679990602,273.0772583999169,106.16379160001088,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,throughputTransactionsPerSecond,589.8736115573652,342.79712806215196,-247.0764834952132,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,actualInjectedFailureRate,0.04876,0.04876,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,attemptSuccessRate,0.9009199999999999,0.90094,2.0000000000020002e-05,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,logicalTransactionSuccessRate,0.9009199999999999,0.90094,2.0000000000020002e-05,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,terminalFailedLogicalTransactions,990.8,990.6,-0.1999999999999318,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,invariantViolationRate,0.0991,0.0,-0.0991,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,compensationRetryCount,0.0,935.8,935.8,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,averageCompensationRetryCount,0.0,0.09358,0.09358,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,totalRetryCount,0.0,935.8,935.8,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,averageTotalRetryCount,0.0,0.09358,0.09358,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,compensationRate,0.0,0.09906,0.09906,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,p50LatencyMs,61.13384600007521,123.3904247999817,62.25657879990649,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,p95LatencyMs,99.54810020008154,201.59053340012179,102.04243320004025,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,p99LatencyMs,135.57248339984653,243.85420000007798,108.28171660023145,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,throughputTransactionsPerSecond,767.9186416724767,390.04505358414957,-377.87358808832715,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.1,50,actualInjectedFailureRate,0.09906,0.09906,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,attemptSuccessRate,0.79964,0.79964,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,logicalTransactionSuccessRate,0.79964,0.79964,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,terminalFailedLogicalTransactions,2003.6,2003.6,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,invariantViolationRate,0.20036,0.0,-0.20036,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,compensationRetryCount,0.0,1704.8,1704.8,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,averageCompensationRetryCount,0.0,0.17048,0.17048,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,totalRetryCount,0.0,1704.8,1704.8,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,averageTotalRetryCount,0.0,0.17048,0.17048,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,compensationRate,0.0,0.20036,0.20036,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,p50LatencyMs,77.3244125999554,137.18667069997537,59.86225810001997,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,p95LatencyMs,127.93890859984458,220.75612519984134,92.81721659999675,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,p99LatencyMs,160.29924160020528,264.1255665999779,103.82632499977262,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,throughputTransactionsPerSecond,611.7645601023809,350.2809272174834,-261.4836328848975,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.2,50,actualInjectedFailureRate,0.20036,0.20036,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,attemptSuccessRate,0.98984,0.9997,0.00985999999999998,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,logicalTransactionSuccessRate,0.98984,0.9997,0.00985999999999998,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,terminalFailedLogicalTransactions,101.6,2.8,-98.8,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,nonTerminalLogicalTransactions,0.0,0.2,0.2,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,invariantViolationRate,0.01016,0.0,-0.01016,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,totalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,averageTotalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,compensationRate,0.0,5.9999999999999995e-05,5.9999999999999995e-05,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,p50LatencyMs,56.44876679999982,89.29845409999757,32.849687299997754,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,p95LatencyMs,94.10574160000351,147.2968420000143,53.19110040001078,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,p99LatencyMs,381.5186420000032,1027.818816599995,646.3001745999918,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,throughputTransactionsPerSecond,756.6846173421274,435.72200621835304,-320.9626111237743,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.01,50,actualInjectedFailureRate,0.01016,0.01016,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,attemptSuccessRate,0.9495,1.0,0.05049999999999999,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,logicalTransactionSuccessRate,0.9495,1.0,0.05049999999999999,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,terminalFailedLogicalTransactions,505.0,0.0,-505.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,invariantViolationRate,0.0505,0.0,-0.0505,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,totalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,averageTotalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,p50LatencyMs,44.613104300009354,59.235454199995274,14.62234989998592,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,p95LatencyMs,360.4160499999807,981.2883336000141,620.8722836000334,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,p99LatencyMs,552.6425000000017,1592.1395917999916,1039.49709179999,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,throughputTransactionsPerSecond,685.1085368055953,353.4557799556569,-331.65275684993844,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.05,50,actualInjectedFailureRate,0.0505,0.0505,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,attemptSuccessRate,0.89844,1.0,0.10155999999999998,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,logicalTransactionSuccessRate,0.89844,1.0,0.10155999999999998,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,terminalFailedLogicalTransactions,1015.6,0.0,-1015.6,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,invariantViolationRate,0.10156,0.0,-0.10156,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,totalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,averageTotalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,p50LatencyMs,36.94985420000876,32.49454579998883,-4.455308400019931,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,p95LatencyMs,531.7042411999864,1541.8911084000001,1010.1868672000137,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,p99LatencyMs,551.0434999999916,1556.2315251999735,1005.1880251999819,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,throughputTransactionsPerSecond,561.9383978631032,263.5843610006991,-298.3540368624041,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.1,50,actualInjectedFailureRate,0.10156,0.10156,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,attemptSuccessRate,0.80116,1.0,0.19884000000000002,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,logicalTransactionSuccessRate,0.80116,1.0,0.19884000000000002,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,terminalFailedLogicalTransactions,1988.4,0.0,-1988.4,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,invariantViolationRate,0.19884,0.0,-0.19884,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,totalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,averageTotalRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,p50LatencyMs,12.760178999974414,18.233366799927353,5.473187799952939,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,p95LatencyMs,513.7487420000298,1528.5707582000668,1014.8220162000371,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,p99LatencyMs,519.9033579999877,1538.8030080000135,1018.8996500000258,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f5-payment-succeeds-response-lost,0.2,50,throughputTransactionsPerSecond,439.43629550997144,155.00586412630253,-284.4304313836689,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
