scenario,configuredFailureRate,concurrency,metric,baselineMean,resilientMean,deltaResilientMinusBaseline,pairedBy
f0-no-failure,0.0,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f0-no-failure,0.0,50,actualInjectedFailureRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,attemptSuccessRate,0.98868,1.0,0.011319999999999997,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,logicalTransactionSuccessRate,0.98868,1.0,0.011319999999999997,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,terminalFailedLogicalTransactions,113.2,0.0,-113.2,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,invariantViolationRate,0.01132,0.0,-0.01132,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,operationRetryCount,0.0,113.2,113.2,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,averageOperationRetryCount,0.0,0.01132,0.01132,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,totalRetryCount,0.0,113.2,113.2,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,averageTotalRetryCount,0.0,0.01132,0.01132,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,p50LatencyMs,71.03806659993097,133.25405859995954,62.215992000028564,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,p95LatencyMs,122.05366659991341,222.25522500002626,100.20155840011284,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,p99LatencyMs,152.6865167998949,272.0759831999203,119.38946640002541,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,throughputTransactionsPerSecond,664.2425306184547,358.79749237327627,-305.4450382451784,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.01,50,actualInjectedFailureRate,0.01132,0.01132,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,attemptSuccessRate,0.95058,0.99684,0.04625999999999997,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,logicalTransactionSuccessRate,0.95058,0.99988,0.04930000000000001,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,terminalFailedLogicalTransactions,494.2,1.2,-493.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,invariantViolationRate,0.04942,0.00182,-0.047599999999999996,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,operationRetryCount,0.0,498.6,498.6,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,averageOperationRetryCount,0.0,0.04986,0.04986,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,totalRetryCount,0.0,498.6,498.6,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,averageTotalRetryCount,0.0,0.04986,0.04986,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,p50LatencyMs,81.1208959999476,169.20077090007908,88.07987490013147,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,p95LatencyMs,137.61695799994413,479.6213168000577,342.00435880011355,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,p99LatencyMs,172.0525164000719,952.3634998001398,780.3109834000679,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,throughputTransactionsPerSecond,580.5201255327914,281.986333874259,-298.53379165853244,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.05,50,actualInjectedFailureRate,0.049980000000000004,0.049980000000000004,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,attemptSuccessRate,0.9058,1.0,0.09419999999999995,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,logicalTransactionSuccessRate,0.9058,1.0,0.09419999999999995,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,terminalFailedLogicalTransactions,942.0,0.0,-942.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,invariantViolationRate,0.0942,0.0,-0.0942,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,operationRetryCount,0.0,942.0,942.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,averageOperationRetryCount,0.0,0.0942,0.0942,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,totalRetryCount,0.0,942.0,942.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,averageTotalRetryCount,0.0,0.0942,0.0942,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,p50LatencyMs,83.37478319995171,142.94102500002737,59.56624180007566,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,p95LatencyMs,151.2862167998719,242.93772499986517,91.65150819999326,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,p99LatencyMs,202.17108339993501,318.9109670000107,116.7398836000757,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,throughputTransactionsPerSecond,553.7155363738599,333.1272794668143,-220.5882569070456,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.1,50,actualInjectedFailureRate,0.10078,0.10078,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,attemptSuccessRate,0.8301,1.0,0.16990000000000005,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,logicalTransactionSuccessRate,0.8301,1.0,0.16990000000000005,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,terminalFailedLogicalTransactions,1699.0,0.0,-1699.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,invariantViolationRate,0.1699,0.0,-0.1699,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,operationRetryCount,0.0,1699.0,1699.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,averageOperationRetryCount,0.0,0.1699,0.1699,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,compensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,averageCompensationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,totalRetryCount,0.0,1699.0,1699.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,averageTotalRetryCount,0.0,0.1699,0.1699,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,compensationRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,p50LatencyMs,76.34379990004163,132.023341599961,55.679541699919355,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,p95LatencyMs,126.87686680001207,214.4995329998892,87.62266619987713,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,p99LatencyMs,160.23458339986973,257.55694179988495,97.32235840001522,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,throughputTransactionsPerSecond,619.7032117239006,363.7724858372086,-255.93072588669202,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f11-transient-payment-failure-recovery,0.2,50,actualInjectedFailureRate,0.20132,0.20132,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,attemptSuccessRate,0.99,0.99,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,logicalTransactionSuccessRate,0.99,0.99,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,terminalFailedLogicalTransactions,100.0,100.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,invariantViolationRate,0.01,0.0,-0.01,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,operationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,averageOperationRetryCount,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,compensationRetryCount,0.0,100.0,100.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,averageCompensationRetryCount,0.0,0.01,0.01,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,totalRetryCount,0.0,100.0,100.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,averageTotalRetryCount,0.0,0.01,0.01,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,compensationRate,0.0,0.01,0.01,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,p50LatencyMs,77.53116670005511,132.7090125999348,55.177845899879685,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,p95LatencyMs,129.5876666001277,216.61695839993627,87.02929179980856,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,p99LatencyMs,162.65069139999468,261.40095000000656,98.75025860001188,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,throughputTransactionsPerSecond,610.1698399113374,361.18857214296935,-248.981267768368,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,averageRecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,p95RecoveryTimeMs,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.01,50,actualInjectedFailureRate,0.01,0.01,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,attemptSuccessRate,0.95124,0.95124,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,logicalTransactionSuccessRate,0.95124,0.95124,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,terminalFailedLogicalTransactions,487.6,487.6,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,nonTerminalLogicalTransactions,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,invariantViolationRate,0.04876,0.0,-0.04876,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,duplicateOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,duplicatePaymentRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,orphanedOrderRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,recoveryAttemptedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,recoveryCompletedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,recoveryFailedRate,0.0,0.0,0.0,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,recoverySuccessRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
f12-compensation-failure-retry,0.05,50,nonTerminalAfterRecoveryRate,NA,NA,NA,"scenario,configuredFailureRate,concurrency,randomSeed,repetitionNumber"
