mode,scenario,backend,configuredFailureRate,transactionCount,concurrency,repetitionNumber,randomSeed,runStartedAt,runEndedAt,actualInjectedFailureCount,actualInjectedFailureRate,successRate,failureRate,recoveryRate,compensationRate,duplicateOrderRate,duplicatePaymentRate,orphanedOrderRate,invariantViolationRate,retryCount,averageRetryCount,p50Latency,p95Latency,p99Latency,throughput,recoveryTime,summaryPath
resilient,f7-duplicate-transaction-request,services,0.05,10000,50,1,2026151400,2026-08-14T15:44:15.673831+00:00,2026-08-14T15:44:57.051765+00:00,10000,0.5,0.9262,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,99.00127099990641,159.27437499999542,195.14766599991162,483.3556876779452,0.0,results/phase_a_services/resilient/f7-duplicate-transaction-request/96ceec38-b69d-47a4-8851-23648b52a3ff/rep-0001/summary.csv
resilient,f7-duplicate-transaction-request,services,0.05,10000,50,2,2026151401,2026-08-14T15:44:57.696807+00:00,2026-08-14T15:45:39.442805+00:00,10000,0.5,0.92395,0.00195,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,99.89416650000749,159.66145800007325,193.3032499998717,479.0938395202947,0.0,results/phase_a_services/resilient/f7-duplicate-transaction-request/a02cfcc7-1d6a-4973-a3f8-86a91e4f558f/rep-0002/summary.csv
resilient,f7-duplicate-transaction-request,services,0.05,10000,50,3,2026151402,2026-08-14T15:45:40.054569+00:00,2026-08-14T15:46:21.274962+00:00,10000,0.5,0.92845,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,98.64627100000689,158.17333299992242,191.72008399982587,485.2034861846222,0.0,results/phase_a_services/resilient/f7-duplicate-transaction-request/3cfe9a59-17f4-4108-8e3e-4ffcf8372e92/rep-0003/summary.csv
resilient,f7-duplicate-transaction-request,services,0.05,10000,50,4,2026151403,2026-08-14T15:46:21.931316+00:00,2026-08-14T16:03:48.075956+00:00,10000,0.5,0.92805,0.00225,0.0,0.00055,0.0,0.0,0.0,0.0001,0,0.0,99.56960399995296,160.64379099998405,198.79812499993932,479.51229763232607,0.0,results/phase_a_services/resilient/f7-duplicate-transaction-request/55be4db9-f0e9-4716-87b2-ae9aca9ae1cd/rep-0004/summary.csv
resilient,f7-duplicate-transaction-request,services,0.05,10000,50,5,2026151404,2026-08-14T16:03:48.791453+00:00,2026-08-14T17:30:25.358841+00:00,10000,0.5,0.92135,0.00625,0.0,0.0016,0.0,0.0,0.0,0.00015,0,0.0,133.27968750002128,275.80216700016535,381.58883400001287,338.20743229095586,0.0,results/phase_a_services/resilient/f7-duplicate-transaction-request/12d1fb85-d963-4428-ad5a-00206428e811/rep-0005/summary.csv
baseline,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,1,2026161400,2026-08-14T17:30:26.013884+00:00,2026-08-14T17:30:52.449640+00:00,10000,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62.45577050003703,101.07012499997836,124.04079199995977,756.3333547013235,0.0,results/phase_a_services/baseline/f8-concurrent-duplicate-transaction-requests/9e1e770b-fc7e-4584-b870-5220148000ed/rep-0001/summary.csv
baseline,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,2,2026161401,2026-08-14T17:30:53.239325+00:00,2026-08-14T17:31:19.813516+00:00,10000,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,61.956958499877146,107.55666599993674,137.96687500007465,752.5856833264199,0.0,results/phase_a_services/baseline/f8-concurrent-duplicate-transaction-requests/2dd700e7-bc48-4326-aa90-5091addc9ce8/rep-0002/summary.csv
baseline,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,3,2026161402,2026-08-14T17:31:20.597827+00:00,2026-08-14T17:31:48.214624+00:00,10000,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62.99906250001186,113.75150000003487,160.6402499999149,724.2083799566948,0.0,results/phase_a_services/baseline/f8-concurrent-duplicate-transaction-requests/002e665e-c17a-443c-b8d8-efc984494f9e/rep-0003/summary.csv
baseline,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,4,2026161403,2026-08-14T17:31:48.907687+00:00,2026-08-14T17:32:15.177186+00:00,10000,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62.26377050006704,102.1771670000362,127.50520800000231,761.353325785533,0.0,results/phase_a_services/baseline/f8-concurrent-duplicate-transaction-requests/4db0d4f8-8a3d-4408-95d9-d3cd3608291b/rep-0004/summary.csv
baseline,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,5,2026161404,2026-08-14T17:32:15.787385+00:00,2026-08-14T17:32:42.439326+00:00,10000,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,62.74950049999006,103.91554200009523,131.0390000001007,750.4266914348294,0.0,results/phase_a_services/baseline/f8-concurrent-duplicate-transaction-requests/204086cb-4d42-4651-9e1a-66458e98ab8f/rep-0005/summary.csv
resilient,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,1,2026161400,2026-08-14T17:32:43.030397+00:00,2026-08-14T17:33:25.083330+00:00,10000,0.5,0.92625,0.00175,0.0,0.0,0.0,0.0,0.0,0.0001,0,0.0,100.85656249987096,161.20412500004022,194.48929200007115,475.5947399911358,0.0,results/phase_a_services/resilient/f8-concurrent-duplicate-transaction-requests/0cf42542-44a3-4bd0-86bf-c025724f4e28/rep-0001/summary.csv
resilient,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,2,2026161401,2026-08-14T17:33:25.694299+00:00,2026-08-14T17:34:07.366799+00:00,10000,0.5,0.92435,0.00195,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,99.32470849992114,162.58225000001403,204.13062500006163,479.93762922545517,0.0,results/phase_a_services/resilient/f8-concurrent-duplicate-transaction-requests/760e92aa-a893-45d9-886c-f3ec8c480672/rep-0002/summary.csv
resilient,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,3,2026161402,2026-08-14T17:34:08.037185+00:00,2026-08-14T17:34:54.090398+00:00,10000,0.5,0.9215,0.00155,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,97.82093749981868,234.3009170001551,410.1660000001175,434.28721365512,0.0,results/phase_a_services/resilient/f8-concurrent-duplicate-transaction-requests/1a45710d-b00b-4a96-96ce-c8b7b7184b0c/rep-0003/summary.csv
resilient,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,4,2026161403,2026-08-14T17:34:54.847906+00:00,2026-08-14T17:35:41.560117+00:00,10000,0.5,0.9271,0.00165,0.0,0.0,0.0,0.0,0.0,5e-05,0,0.0,107.79693750032493,190.5002080002305,290.7180409997636,428.1568099269181,0.0,results/phase_a_services/resilient/f8-concurrent-duplicate-transaction-requests/67b3985d-ffc1-4356-b0fe-d6f52a8c798c/rep-0004/summary.csv
resilient,f8-concurrent-duplicate-transaction-requests,services,0.05,10000,50,5,2026161404,2026-08-14T17:35:42.249845+00:00,2026-08-14T17:36:39.383456+00:00,10000,0.5,0.92465,0.00415,0.0,0.0,0.0,0.0,0.0,0.00205,0,0.0,112.91491700012557,243.89337499997055,788.0483330000061,350.06009667649164,0.0,results/phase_a_services/resilient/f8-concurrent-duplicate-transaction-requests/88fda2c6-1784-4e36-9057-47d4ae19e0f0/rep-0005/summary.csv
baseline,f9-orchestrator-interruption-after-order,services,0.05,10000,50,1,2026171400,2026-08-14T17:36:40.081372+00:00,2026-08-14T17:36:51.722132+00:00,10000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,53.85860449996471,91.72458299963182,128.4124169997085,859.1072734002532,0.0,results/phase_a_services/baseline/f9-orchestrator-interruption-after-order/e01f68ea-3d81-4ab1-80da-ff9c40f282d5/rep-0001/summary.csv
baseline,f9-orchestrator-interruption-after-order,services,0.05,10000,50,2,2026171401,2026-08-14T17:36:52.086071+00:00,2026-08-14T17:37:03.549978+00:00,10000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,53.33185399990725,90.72474999993574,125.30854099986755,872.3567811654505,0.0,results/phase_a_services/baseline/f9-orchestrator-interruption-after-order/c3617e20-2795-4022-ac22-e7272c892a78/rep-0002/summary.csv
baseline,f9-orchestrator-interruption-after-order,services,0.05,10000,50,3,2026171402,2026-08-14T17:37:03.923705+00:00,2026-08-14T17:37:15.314423+00:00,10000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,53.43860449988824,89.00533299993185,115.05833299997903,877.9728668850568,0.0,results/phase_a_services/baseline/f9-orchestrator-interruption-after-order/034a66b1-c4c3-48b7-aa95-6c6397787454/rep-0003/summary.csv
baseline,f9-orchestrator-interruption-after-order,services,0.05,10000,50,4,2026171403,2026-08-14T17:37:15.674626+00:00,2026-08-14T17:37:26.899704+00:00,10000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,52.79456249991199,86.71179200018742,111.15125000014814,890.9192211741306,0.0,results/phase_a_services/baseline/f9-orchestrator-interruption-after-order/cc751cf2-7a85-4224-b007-f7f81e7d6131/rep-0004/summary.csv
baseline,f9-orchestrator-interruption-after-order,services,0.05,10000,50,5,2026171404,2026-08-14T17:37:27.269733+00:00,2026-08-14T17:37:38.249249+00:00,10000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,51.64383350006574,82.5212080003439,105.32074999991892,910.8505136296644,0.0,results/phase_a_services/baseline/f9-orchestrator-interruption-after-order/1a7da810-06a3-493f-a65b-c7db597563b4/rep-0005/summary.csv
resilient,f9-orchestrator-interruption-after-order,services,0.05,10000,50,1,2026171400,2026-08-14T17:37:38.625167+00:00,2026-08-14T17:39:54.998227+00:00,10000,1.0,0.8636,0.0,0.9996,0.0,0.0,0.0,0.0,0.0,0,0.0,667.1344375001809,939.2271250003432,1127.4572080001235,73.32788868631775,674.8331848037143,results/phase_a_services/resilient/f9-orchestrator-interruption-after-order/5d36e470-5ebc-4fde-9c6e-bb73afb78a57/rep-0001/summary.csv
resilient,f9-orchestrator-interruption-after-order,services,0.05,10000,50,2,2026171401,2026-08-14T18:49:34.253915+00:00,2026-08-14T18:51:53.501439+00:00,10000,1.0,0.86,0.0,0.9996,0.0,0.0,0.0,0.0,0.0,0,0.0,682.584333500003,968.9015410000081,1138.74395900001,71.81587166725645,688.8206491212452,results/phase_a_services_reruns/resilient/f9-orchestrator-interruption-after-order/420a9ab2-04a7-4111-8ee5-552c59407006/rep-0002/summary.csv
resilient,f9-orchestrator-interruption-after-order,services,0.05,10000,50,3,2026171402,2026-08-14T17:48:26.724921+00:00,2026-08-14T17:50:36.723011+00:00,10000,1.0,0.8608,0.0,0.9993,0.0,0.0,0.0,0.0,0.0,0,0.0,637.6959585002169,896.5446669999437,1061.3705840000875,76.95097406862128,642.9831799663721,results/phase_a_services/resilient/f9-orchestrator-interruption-after-order/a0d1b101-bcde-4add-b52c-4c896d903073/rep-0003/summary.csv
resilient,f9-orchestrator-interruption-after-order,services,0.05,10000,50,4,2026171403,2026-08-14T17:50:37.139460+00:00,2026-08-14T17:52:56.202280+00:00,10000,1.0,0.8562,0.0,0.9995,0.0,0.0,0.0,0.0,0.0,0,0.0,678.4037499999158,976.4050409999072,1237.6287079996473,71.91083293337427,688.006831192697,results/phase_a_services/resilient/f9-orchestrator-interruption-after-order/49b56ba5-fc25-45a5-947e-ee2333695e86/rep-0004/summary.csv
resilient,f9-orchestrator-interruption-after-order,services,0.05,10000,50,5,2026171404,2026-08-14T17:52:56.600534+00:00,2026-08-14T17:55:14.527331+00:00,10000,1.0,0.8591,0.0,0.9997,0.0,0.0,0.0,0.0,0.0,0,0.0,681.1115834998418,950.7286250000107,1104.9528749999808,72.50312720035099,682.4492065010529,results/phase_a_services/resilient/f9-orchestrator-interruption-after-order/c91cf606-4ef1-4ccb-9f96-35cf9e23db9f/rep-0005/summary.csv
